words,tag
2010,I-SKILLS
  ,O
strong,O
experience,O
in,O
developing,O
solutions,O
by,O
customizing,O
microsoft,O
dynamic,O
xrm,B-SKILLS
2011,I-SKILLS
2013,I-SKILLS
and,I-SKILLS
2015,I-SKILLS
using,O
crm,B-SKILLS
sdk,B-SKILLS
and,O
developer,O
tools,O
  ,O
experience,O
in,O
setting,O
up,O
servers,O
with,O
different,O
roles,O
for,O
deployment,O
of,O
custom,O
applications,O
sharepoint,B-SKILLS
and,O
crm,B-SKILLS
applications,I-SKILLS
   ,O
experience,O
in,O
deploying,O
software,O
and,O
policies,O
on,O
multiple,O
servers,O
by,O
creating,O
gpos,O
  ,O
technology,O
expertise,O
includes,O
dynamics,O
crmxrm,O
aspnet,B-SKILLS
net,B-SKILLS
framework,I-SKILLS
c,B-SKILLS
adonet,B-SKILLS
vbnet,I-SKILLS
silverlight,B-SKILLS
wcf,B-SKILLS
web,I-SKILLS
services,I-SKILLS
   ,O
experience,O
in,O
database,B-SKILLS
application,I-SKILLS
programming,I-SKILLS
using,O
adonet,B-SKILLS
ef4,B-SKILLS
linq,B-SKILLS
sql,B-SKILLS
server,I-SKILLS
2008,I-SKILLS
r22012,O
transactsql,O
odbc,B-SKILLS
and,O
oledb,B-SKILLS
  ,O
experience,O
in,O
implementation,O
of,O
web,O
technologies,O
using,O
asp,B-SKILLS
ado,B-SKILLS
html,B-SKILLS
dhtml,B-SKILLS
json,B-SKILLS
css,B-SKILLS
and,O
ajax,B-SKILLS
  ,O
hands,O
on,O
experience,O
of,O
developing,O
net,B-SKILLS
web,B-SKILLS
services,I-SKILLS
using,O
soap,B-SKILLS
wsdl,B-SKILLS
wcf,B-SKILLS
odata,B-SKILLS
  ,O
clientside,O
programming,O
with,O
javascript,B-SKILLS
and,O
jquery,B-SKILLS
  ,O
expertise,O
in,O
working,O
with,O
silverlight,O
based,O
web,O
applications,O
  ,O
firm,O
believer,O
in,O
test,B-SKILLS
driven,I-SKILLS
application,I-SKILLS
building,O
to,O
develop,O
relatively,O
bug,O
free,O
software,O
  ,O
diligent,O
reliable,O
result,O
oriented,O
and,O
the,O
ability,O
to,O
multitask,O
and,O
meet,O
deadlines,O
  ,O
highly,O
motivated,O
with,O
excellent,O
interpersonal,O
communication,O
and,O
team,O
work,O
skills,O
  ,O
microsoft,O
certified,O
web,B-SKILLS
application,I-SKILLS
developer,I-SKILLS
using,O
net,B-SKILLS
40,O
and,O
sql,B-SKILLS
server,I-SKILLS
2012,I-SKILLS
administration,O
        ,O
technical,O
skills,O
  ,O
languages,O
   ,O
c,B-SKILLS
c,B-SKILLS
javascript,B-SKILLS
vb,B-SKILLS
jquery,B-SKILLS
ajax,B-SKILLS
tsql,B-SKILLS
queries,I-SKILLS
xaml,B-SKILLS
caml,B-SKILLS
  ,O
web,O
technologies,O
  ,O
aspnet,B-SKILLS
asp,B-SKILLS
adonet,B-SKILLS
web,B-SKILLS
services,I-SKILLS
html,B-SKILLS
dhtml,B-SKILLS
wsdl,B-SKILLS
wcf,B-SKILLS
css,B-SKILLS
linq,B-SKILLS
silverlight,B-SKILLS
jquery,B-SKILLS
jquery,B-SKILLS
ui,B-SKILLS
  ,O
environments,O
               ,O
visual,B-SKILLS
studio,I-SKILLS
201020122013,O
net,B-SKILLS
framework,I-SKILLS
20,O
35,O
40,O
tfs20102012,O
                                          ,O
microsoft,B-SKILLS
dynamic,I-SKILLS
crm,I-SKILLS
20112013,O
and,O
sharepoint,B-SKILLS
20072010,O
  ,O
rdbms,B-SKILLS
  ,O
sql,B-SKILLS
server,I-SKILLS
2008,I-SKILLS
r2,O
sql,B-SKILLS
server,I-SKILLS
2012,I-SKILLS
  ,O
application,O
servers,O
  ,O
iis,O
7075,O
microsoft,B-SKILLS
transaction,I-SKILLS
server,I-SKILLS
sharepoint,B-SKILLS
server,I-SKILLS
2007,I-SKILLS
and,O
2010,O
  ,O
methodologies,O
   ,O
uml,B-SKILLS
   ,O
protocols,O
   ,O
tcpip,B-SKILLS
soap,B-SKILLS
ftp,B-SKILLS
smtp,B-SKILLS
  ,O
data,O
and,O
dashboard,O
tools,O
ssis,O
ssrs,O
crystal,O
reports,O
dundas,O
dashboard,O
     ,O
education,O
  ,O
oklahoma,B-UNI
state,I-UNI
university,I-UNI
masters,B-EDUCATION
of,I-EDUCATION
science,I-EDUCATION
electrical,I-EDUCATION
engineering,I-EDUCATION
  ,O
bahir,B-UNI
dar,I-UNI
university,I-UNI
bachelors,B-EDUCATION
of,I-EDUCATION
science,I-EDUCATION
electrical,I-EDUCATION
engineering,I-EDUCATION
    ,O
certifications,O
  ,O
microsoft,B-SKILLS
specialist,I-SKILLS
microsoft,B-SKILLS
dynamics,I-SKILLS
crm,I-SKILLS
2016,O
customization,O
and,O
configuration,O
   ,O
mcts,B-SKILLS
microsoft,B-SKILLS
certified,I-SKILLS
web,I-SKILLS
application,I-SKILLS
development,I-SKILLS
using,O
net,B-SKILLS
40,O
  ,O
mcsa,B-SKILLS
administering,B-SKILLS
microsoft,I-SKILLS
sql,B-SKILLS
server,I-SKILLS
2012,I-SKILLS
database,O
  ,O
professional,O
experience,O
      ,O
november,B-DATE
2015,I-DATE
  ,O
present,O
  ,O
airlines,B-COMPANY
reporting,I-COMPANY
corporation,I-COMPANY
arlington,B-LOCATION
va,I-LOCATION
  ,O
senior,B-SKILLS
microsoft,I-SKILLS
dynamics,I-SKILLS
crm,I-SKILLS
consultant,I-SKILLS
  ,O
facilitated,O
a,O
crm,B-SKILLS
upgrade,B-SKILLS
process,I-SKILLS
from,O
crm,O
2011,O
to,O
crm,O
2015,O
fix,O
issues,O
that,O
result,O
from,O
the,O
upgrade,B-SKILLS
process,I-SKILLS
by,O
creating,O
new,O
crm,O
components,O
or,O
make,O
the,O
existing,O
one,O
s,O
compatible,O
to,O
the,O
new,O
version,O
   ,O
created,O
a,O
crmxrm,O
solution,O
for,O
displaying,O
hierarchical,O
ownership,O
information,O
of,O
different,O
travel,O
agents,O
and,O
their,O
corresponding,O
branches,O
using,O
html,B-SKILLS
jscript,B-SKILLS
and,O
a,O
thirdparty,O
graphics,O
library,O
gojs,O
  ,O
worked,O
on,O
different,O
plugins,O
and,O
javascript,B-SKILLS
components,O
to,O
facilitate,O
the,O
sales,O
process,O
of,O
the,O
corporation,O
by,O
using,O
microsoft,B-SKILLS
dynamics,I-SKILLS
crm,B-SKILLS
sdk,B-SKILLS
and,O
developer,B-SKILLS
toolkit,I-SKILLS
  ,O
developed,B-SKILLS
a,I-SKILLS
crmxrm,I-SKILLS
solution,I-SKILLS
to,O
synchronize,O
crm,B-SKILLS
data,O
changes,O
with,O
other,O
systems,O
in,O
the,O
corporation,O
using,O
webservice,O
calls,O
  ,O
create,O
and,O
update,O
different,O
sharepoint,O
site,O
components,O
lists,O
libraries,O
pages,O
workflows,O
etc,O
    ,O
involved,O
in,O
projects,O
for,O
connect,O
crm,O
on,O
prem,O
to,O
scribe,O
online,O
and,O
ibm,B-SKILLS
marketing,I-SKILLS
cloud,I-SKILLS
silver,O
pop,O
create,O
mappings,O
in,O
scribe,O
online,O
to,O
synchronize,O
data,O
changes,O
between,O
crm,B-SKILLS
and,O
ibm,B-SKILLS
marketing,I-SKILLS
cloud,I-SKILLS
created,O
direct,O
integration,O
of,O
crm,B-SKILLS
and,O
ibm,B-SKILLS
marketing,I-SKILLS
cloud,I-SKILLS
for,O
displaying,O
marketing,O
information,O
generated,O
in,O
ibm,B-SKILLS
marketing,I-SKILLS
cloud,I-SKILLS
in,O
crm,B-SKILLS
  ,O
worked,O
with,O
different,O
small,O
and,O
big,O
contractors,O
like,O
dell,O
and,O
microsoft,O
to,O
resolve,O
system,O
and,O
application,O
issues,O
   ,O
created,O
fixes,O
for,O
the,O
episerver,O
based,O
corporate,O
website,O
issues,O
synchronized,O
episerver,O
environments,O
developed,O
additional,O
epi,O
modules,O
for,O
the,O
site,O
by,O
using,O
mvc,B-SKILLS
for,O
backend,B-SKILLS
and,O
other,O
ui,B-SKILLS
frameworks,I-SKILLS
        ,O
december,B-DATE
2011,I-DATE
–,O
  ,O
september,B-DATE
2015,I-DATE
  ,O
actionet,B-COMPANY
inc,I-COMPANY
vienna,B-LOCATION
va,I-LOCATION
    ,O
senior,B-SKILLS
ms,I-SKILLS
dynamics,I-SKILLS
consultant,I-SKILLS
  ,O
design,O
and,O
develop,O
a,O
software,O
solution,O
to,O
manage,O
the,O
testing,O
and,O
approval,O
process,O
of,O
courseware,O
in,O
us,O
army,O
distributed,O
learning,O
system,O
   ,O
performed,O
functional,O
and,O
extended,O
implementations,O
of,O
microsoft,B-SKILLS
dynamics,I-SKILLS
crm,I-SKILLS
to,O
facilitate,O
business,O
operations,O
  ,O
set,O
up,O
a,O
virtualized,O
environment,O
with,O
multiple,O
server,O
roles,O
to,O
install,O
and,O
configure,O
microsoft,B-SKILLS
dynamic,I-SKILLS
crm,I-SKILLS
2013,O
adfs,O
20,O
and,O
sql,B-SKILLS
server,I-SKILLS
2008,I-SKILLS
r2,O
  ,O
configured,O
claims,O
and,O
ifd,O
for,O
dynamic,O
crm,O
20112013,O
by,O
using,O
adfs,O
  ,O
configured,O
smart,O
card,O
authentication,O
for,O
dynamic,B-SKILLS
crm,I-SKILLS
2013,I-SKILLS
  ,O
customized,O
microsoft,B-SKILLS
dynamic,I-SKILLS
crm,I-SKILLS
2011,I-SKILLS
and,O
2013,O
by,O
creating,O
custom,O
plugins,O
custom,O
workflow,O
activities,O
custom,O
web,O
resources,O
javascript,B-SKILLS
html,B-SKILLS
and,O
css,B-SKILLS
  ,O
customized,B-SKILLS
crm,I-SKILLS
2013,I-SKILLS
ribbon,O
by,O
using,O
ribbon,O
workbench,O
command,O
rules,O
and,O
javascript,B-SKILLS
web,O
resources,O
  ,O
create,O
custom,O
dialog,O
pages,O
by,O
using,O
html,B-SKILLS
and,O
javascript,B-SKILLS
when,O
oob,O
dialog,O
is,O
not,O
sufficient,O
to,O
meet,O
requirements,O
  ,O
create,O
crud,B-SKILLS
operation,I-SKILLS
code,O
using,O
c,B-SKILLS
and,O
javascript,B-SKILLS
to,O
manage,O
records,O
in,O
crm,B-SKILLS
by,O
calling,O
the,O
crm,B-SKILLS
organization,O
service,O
  ,O
migrated,O
crm,B-SKILLS
2011,I-SKILLS
applications,O
to,O
crm,B-SKILLS
2013,I-SKILLS
environment,O
  ,O
applied,O
security,O
stig,O
by,O
using,O
gpos,O
  ,O
setup,B-SKILLS
and,I-SKILLS
configure,I-SKILLS
adfs,I-SKILLS
servers,I-SKILLS
in,O
account,O
user,O
and,O
resource,O
computer,O
domains,O
to,O
separate,O
user,O
domain,O
and,O
application,O
domain,O
for,O
better,O
security,O
established,O
trust,O
between,O
the,O
two,O
domains,O
by,O
creating,O
relying,O
and,O
custom,O
provider,O
parties,O
  ,O
scheduled,O
sql,B-SKILLS
backups,I-SKILLS
and,O
audits,B-SKILLS
for,O
sql,B-SKILLS
databases,I-SKILLS
        ,O
senior,B-SKILLS
sharepoint,I-SKILLS
developer,I-SKILLS
  ,O
created,O
custom,O
sequential,O
and,O
state,O
machine,O
workflows,O
with,O
custom,O
task,O
forms,O
using,O
infopath,O
2010,
  ,O
performed,O
functional,O
and,O
extended,O
implementations,O
of,O
microsoft,B-SKILLS
sharepoint,I-SKILLS
2010,I-SKILLS
  ,O
created,O
custom,O
procurement,O
solution,O
for,O
purchasing,O
of,O
different,O
products,O
using,O
different,O
sharepoint,O
designer,O
workflows,O
for,O
approval,O
process,O
infopath,O
forms,O
and,O
document,O
set,O
content,O
type,O
  ,O
created,O
custom,O
site,O
creation,O
solution,O
using,O
event,O
receivers,O
using,O
visual,B-SKILLS
studio,I-SKILLS
2010,I-SKILLS
   ,O
create,O
a,O
sharepoint,O
custom,O
branding,O
solution,O
for,O
intranet,O
portal,O
  ,O
installed,O
and,O
configured,B-SKILLS
sharepoint,I-SKILLS
2010,I-SKILLS
farm,O
using,O
different,O
servers,O
  ,O
configure,O
content,O
synchronization,O
hub,O
to,O
centralize,O
the,O
location,O
of,O
content,O
types,O
and,O
make,O
them,O
available,O
cross,O
site,O
collection,O
  ,O
created,O
custom,O
task,O
solution,O
which,O
show,O
task,O
assigned,O
to,O
log,O
in,O
user,O
across,O
different,O
web,O
app,O
in,O
a,O
single,O
location,O
  ,O
created,O
different,O
powershell,O
scripts,O
to,O
perform,O
admin,O
task,O
like,O
backup,B-SKILLS
and,I-SKILLS
restore,I-SKILLS
site,O
collection,O
sites,O
export,O
and,O
import,O
sites,O
deploy,O
custom,O
solution,O
  ,O
assist,O
different,O
clients,O
of,O
the,O
company,O
in,O
implementing,O
sharepoint,O
as,O
document,O
management,O
and,O
collaboration,O
platform,O
involved,O
in,O
creating,O
governance,O
and,O
security,O
matrix,O
for,O
different,O
departments,O
  ,O
involved,O
in,O
migration,O
of,O
2007,O
sites,O
to,O
2010identify,O
and,O
fix,O
different,O
migration,O
issues,O
  ,O
experience,O
in,O
creating,O
custom,O
features,O
and,O
solutions,O
containing,O
web,O
parts,O
application,O
pages,O
workflows,O
custom,O
lists,O
libraries,O
and,O
content,O
types,O
that,O
use,O
the,O
sharepoint,O
object,O
model,O
      ,O
september,B-DATE
2010,I-DATE
–,O
december,B-DATE
2011,I-DATE
  ,O
pender,B-COMPANY
technologies,I-COMPANY
group,I-COMPANY
fairfax,B-LOCATION
va,I-LOCATION
  ,O
web,B-SKILLS
application,I-SKILLS
developer,I-SKILLS
  ,O
involved,O
in,O
the,O
implementing,O
functional,O
requirements,O
of,O
the,O
faa,O
aviation,O
safety,O
avs,O
dashboard,O
web,O
application,O
using,O
sharepoint,B-SKILLS
2007,I-SKILLS
  ,O
involved,O
in,O
the,O
migration,O
of,O
the,O
dashboard,O
application,O
from,O
sharepoint,B-SKILLS
2007,I-SKILLS
to,O
2010,O
  ,O
experience,O
in,O
creating,O
custom,O
features,O
and,O
solutions,O
containing,O
web,O
parts,O
application,O
pages,O
workflows,O
custom,O
lists,O
libraries,O
and,O
content,O
types,O
that,O
use,O
the,O
sharepoint,O
object,O
model,O
  ,O
adhering,O
to,O
the,O
standards,O
established,O
by,O
the,O
team,O
for,O
source,O
control,O
and,O
sharepoint,B-SKILLS
best,O
practices,O
  ,O
experience,O
in,O
developing,B-SKILLS
silverlight,I-SKILLS
application,I-SKILLS
using,O
modelviewview,B-SKILLS
model,I-SKILLS
pattern,O
and,O
wcf,O
as,O
a,O
web,B-SKILLS
service,I-SKILLS
framework,I-SKILLS
  ,O
experience,O
in,O
working,O
with,O
rich,O
thirdparty,O
controls,O
like,O
telerik,B-SKILLS
controls,I-SKILLS
  ,O
environment,O
included,O
moss,B-SKILLS
2007,I-SKILLS
sharepoint,B-SKILLS
2010,I-SKILLS
wss,B-SKILLS
30,I-SKILLS
net,B-SKILLS
35,I-SKILLS
c,B-SKILLS
visual,B-SKILLS
studio,I-SKILLS
2008,I-SKILLS
tfs2010,B-SKILLS
sql,B-SKILLS
server,I-SKILLS
2008,I-SKILLS
and,O
2008,O
r2,O
visual,B-SKILLS
studio,I-SKILLS
2010,I-SKILLS
net,B-SKILLS
4,O
ajax,B-SKILLS
              ,O
july,B-DATE
2005,I-DATE
–,O
december,B-DATE
2008,I-DATE
  ,O
beta,B-COMPANY
engineering,I-COMPANY
plc,I-COMPANY
                                 ,O
software,B-SKILLS
developer,I-SKILLS
  ,O
designed,O
  ,O
implement,O
ntier,O
applications,O
using,O
net,B-SKILLS
20,I-SKILLS
c,B-SKILLS
aspnet,B-SKILLS
flash,B-SKILLS
script,I-SKILLS
adonet,B-SKILLS
sql,B-SKILLS
server,I-SKILLS
200x,O
and,O
crystal,O
reports,O
   ,O
involved,O
in,O
the,O
analysis,O
design,O
and,O
development,O
of,O
various,O
pages,O
including,O
the,O
login,O
registration,O
and,O
view,O
cart,O
  ,O
technologies,O
used,O
were,O
aspnet,B-SKILLS
cnet,B-SKILLS
and,O
adonet,B-SKILLS
  ,O
designed,O
and,O
implement,O
relational,B-SKILLS
database,I-SKILLS
write,O
complex,O
stored,O
procedures,O
views,O
and,O
triggers,O
   ,O
designed,O
and,O
implemented,O
business,O
logic,O
data,O
access,O
and,O
user,O
interface,O
components,O
   ,O
developed,O
data,O
access,O
layer,O
that,O
reads,O
production,O
details,O
from,O
the,O
database,O
using,O
adonet,B-SKILLS
  ,O
data,O
sets,O
  ,O
implemented,O
the,O
aspnet,B-SKILLS
data,O
caching,O
functionality,O
to,O
improve,O
the,O
performance,O
  ,O
performed,O
maintenance,O
on,O
existing,O
code,O
this,O
included,O
using,O
profilers,O
  ,O
in,O
order,O
to,O
identify,O
areas,O
that,O
need,O
to,O
be,O
optimized,O
  ,O
designed,O
and,O
developed,O
the,O
objectoriented,O
software,O
design,O
and,O
requirements,O
specifications,O
based,O
on,O
the,O
client,O
business,O
requirements,O
  ,O
developed,O
custom,O
controls,O
and,O
masked,O
controls,O
using,O
ajax,B-SKILLS
  ,O
tested,O
maintained,O
documented,O
and,O
deployed,O
applications,O
   ,O
extensively,O
worked,O
with,O
aspnet,B-SKILLS
webconfig,O
file,O
to,O
create,O
controls,O
for,O
login,O
identification,O
authentication,O
and,O
authorization,O
to,O
increase,O
site,O
security,O
and,O
user,O
data,O
storing,O
  ,O
environment,O
included,O
aspnet,B-SKILLS
20,I-SKILLS
sql,B-SKILLS
20032005,I-SKILLS
r2,O
c,B-SKILLS
asp,B-SKILLS
net,B-SKILLS
ado,B-SKILLS
net,I-SKILLS
visual,B-SKILLS
studio,I-SKILLS
udaypal,B-PERSON
reddy,I-PERSON
solipuram,I-PERSON
  ,O
contact,O
5107660493,B-NUMBER
  ,O
email,O
udayreddy303gmailcom,B-EMAIL
            ,O
summary,O
  ,O
having,O
over,O
9,B-DATE
years,I-DATE
of,O
experience,O
as,O
a,O
webapplication,O
developer,O
and,O
coding,O
with,O
analytical,B-SKILLS
programming,I-SKILLS
using,O
python,B-SKILLS
django,B-SKILLS
and,I-SKILLS
flask,I-SKILLS
  ,O
experienced,O
with,O
python,B-SKILLS
libraries,O
  ,O
numpy,B-SKILLS
scipy,B-SKILLS
pandas,B-SKILLS
data,O
frame,O
  ,O
experience,O
in,O
working,O
with,O
relational,B-SKILLS
dbrdbmd,I-SKILLS
like,I-SKILLS
sqlite,I-SKILLS
mysql,I-SKILLS
workbench,I-SKILLS
  ,O
postgresql,B-SKILLS
and,I-SKILLS
nosql,I-SKILLS
database,I-SKILLS
mongodb,I-SKILLS
for,O
database,O
connectivity,O
  ,O
experience,O
in,O
analyzing,O
and,O
handling,O
large,O
datasets,O
using,O
oracle,B-SKILLS
relational,I-SKILLS
database,I-SKILLS
  ,O
familiar,O
with,O
json,B-SKILLS
based,I-SKILLS
rest,I-SKILLS
web,I-SKILLS
services,I-SKILLS
and,O
amazon,I-SKILLS
web,I-SKILLS
services,I-SKILLS
  ,O
experienced,O
in,O
mvw,B-SKILLS
frameworks,I-SKILLS
like,I-SKILLS
django,I-SKILLS
angularjs,B-SKILLS
javascript,B-SKILLS
jquery,B-SKILLS
and,O
nodejs,B-SKILLS
  ,O
implemented,O
responsive,O
web,O
pages,O
using,O
html,B-SKILLS
css,B-SKILLS
bootstrap,B-SKILLS
and,O
xmljson,B-SKILLS
based,O
soap,B-SKILLS
and,O
rest,B-SKILLS
web,I-SKILLS
services,I-SKILLS
  ,O
experienced,O
with,O
full,O
software,O
development,O
lifecycle,O
sdlc,B-SKILLS
architecting,O
scalable,O
platforms,O
object,B-SKILLS
oriented,I-SKILLS
programming,O
database,O
design,O
and,O
agile,B-SKILLS
methodologies,O
  ,O
extensive,O
experience,O
in,O
implementation,O
of,O
the,O
version,B-SKILLS
control,I-SKILLS
software,I-SKILLS
like,O
subversion,B-SKILLS
svn,I-SKILLS
git,I-SKILLS
and,I-SKILLS
tfs,I-SKILLS
  ,O
having,O
good,O
knowledge,O
on,O
jinja,B-SKILLS
2,O
  ,O
good,O
knowledge,O
of,O
web,B-SKILLS
services,I-SKILLS
with,O
protocols,O
soap,B-SKILLS
and,I-SKILLS
rest,I-SKILLS
  ,O
experience,O
in,O
various,O
clientserver,O
development,O
technologies,O
with,O
the,O
help,O
of,O
javascript,B-SKILLS
css,B-SKILLS
bootstrap,B-SKILLS
html,B-SKILLS
jquery,B-SKILLS
ajax,B-SKILLS
and,B-SKILLS
xml,B-SKILLS
    ,O
experience,O
in,O
working,O
with,O
deployment,O
tools,O
like,O
heroku,B-SKILLS
and,I-SKILLS
jenkins,I-SKILLS
  ,O
knowledge,O
of,O
crossbrowser,B-SKILLS
and,O
crossplatform,B-SKILLS
development,I-SKILLS
of,O
html,B-SKILLS
and,O
css,B-SKILLS
based,O
websites,O
in,O
windows,O
like,O
ie,O
6,O
ie,O
7,O
ie,O
8,O
and,O
ff,O
  ,O
understanding,O
of,O
python,B-SKILLS
best,O
practices,O
pep8,O
  ,O
experienced,O
in,O
wamp,B-SKILLS
windows,O
apache,B-SKILLS
mysql,B-SKILLS
and,O
pythonphp,B-SKILLS
and,O
lamp,B-SKILLS
linux,B-SKILLS
apache,B-SKILLS
mysql,B-SKILLS
and,O
pythonphp,B-SKILLS
architecture,O
     ,O
knowledge,O
of,O
working,O
with,O
clients,O
support,O
ux,O
and,O
qa,B-SKILLS
team,O
to,O
resolve,O
bugs,O
  ,O
also,O
worked,O
on,O
performance,B-SKILLS
tuning,I-SKILLS
  ,O
superior,O
troubleshooting,O
and,O
technical,O
support,O
abilities,O
with,O
migrations,O
network,O
connectivity,O
security,O
and,O
database,B-SKILLS
applications,I-SKILLS
  ,O
having,O
knowledge,O
in,O
agile,B-SKILLS
methodologies,I-SKILLS
scrum,B-SKILLS
stories,O
and,O
sprints,O
experience,O
in,O
a,O
python,B-SKILLS
based,O
environment,O
along,O
with,O
data,B-SKILLS
analytics,I-SKILLS
data,B-SKILLS
wrangling,I-SKILLS
and,O
excel,B-SKILLS
data,O
extracts,O
    ,O
used,O
stash,O
to,O
get,O
codereview,O
for,O
the,O
peers,O
   ,O
excellent,O
working,O
knowledge,O
in,O
unix,B-SKILLS
and,O
linux,B-SKILLS
shell,I-SKILLS
environments,I-SKILLS
using,O
command,O
line,O
utilities,O
  ,O
assisted,O
in,O
developing,O
testing,B-SKILLS
plans,I-SKILLS
and,O
procedures,O
for,O
unit,B-SKILLS
testingtest,I-SKILLS
driven,O
development,O
system,O
test,O
and,O
load,O
testing,O
  ,O
hands,O
on,O
knowledge,O
of,O
writing,O
code,O
in,O
scala,B-SKILLS
sbt,B-SKILLS
to,O
develop,O
scala,B-SKILLS
coded,O
spark,B-SKILLS
projects,I-SKILLS
and,O
executed,O
using,O
sparksubmit,B-SKILLS
  ,O
extensive,O
use,O
of,O
linux,B-SKILLS
ubuntussh,B-SKILLS
flaskdjango,B-SKILLS
   ,O
experience,O
with,O
concurrent,O
processingmultithreading,O
distributed,O
processing,O
   ,O
development,O
environment,O
python,B-SKILLS
anaconda,I-SKILLS
jupyter,B-SKILLS
notebook,I-SKILLS
  ,O
experience,O
with,O
different,O
ides,O
like,O
sublime,B-SKILLS
text,I-SKILLS
jetbrains,B-SKILLS
pycharm,B-SKILLS
and,O
visual,B-SKILLS
studio,I-SKILLS
   ,O
ability,O
to,O
learn,O
and,O
adapt,O
quickly,O
to,O
the,O
emerging,O
new,O
technologies,O
and,O
paradigms,O
  ,O
efficient,O
team,O
member,O
with,O
excellent,O
worktime,O
management,O
skills,O
communications,O
and,O
interpersonal,O
skills,O
ability,O
to,O
work,O
under,O
strict,O
deadlines,O
    ,O
technical,O
skills,O
    ,O
operating,O
systems,O
  ,O
unix,B-SKILLS
ms,B-SKILLS
windows,I-SKILLS
linux,B-SKILLS
macos,B-SKILLS
  ,O
methodologies,O
  ,O
agile,B-SKILLS
waterfall,B-SKILLS
hybrid,B-SKILLS
  ,O
web,B-SKILLS
technologies,I-SKILLS
  ,O
json,B-SKILLS
xml,B-SKILLS
html,B-SKILLS
css,B-SKILLS
bootstrap,B-SKILLS
javascript,B-SKILLS
jquery,B-SKILLS
ajax,B-SKILLS
and,O
mvc,B-SKILLS
  ,O
web,B-SKILLS
frameworks,I-SKILLS
  ,O
django,B-SKILLS
flask,B-SKILLS
pyramid,O
  ,O
languages,O
  ,O
python,B-SKILLS
c,B-SKILLS
c,B-SKILLS
sql,B-SKILLS
and,O
xcode,B-SKILLS
  ,O
databases,O
  ,O
oracle,B-SKILLS
sqlite,B-SKILLS
mysql,B-SKILLS
mongodb,B-SKILLS
postgresql,B-SKILLS
  ,O
configuration,O
management,O
  ,O
git,B-SKILLS
github,B-SKILLS
svn,B-SKILLS
   ,O
testing,O
tools,O
   ,O
selenium,B-SKILLS
  ,O
protocols,O
  ,O
tcpip,B-SKILLS
httphttps,B-SKILLS
and,O
soap,B-SKILLS
  ,O
development,O
toolside,O
s,O
  ,O
sublime,B-SKILLS
text,I-SKILLS
jetbrains,B-SKILLS
pycharm,B-SKILLS
visual,B-SKILLS
studio,I-SKILLS
eclipse,B-SKILLS
python,B-SKILLS
pydev,B-SKILLS
django,B-SKILLS
plugin,O
        ,O
experience,O
    ,O
cerner,B-COMPANY
corporation,I-COMPANY
  ,I-COMPANY
kansas,B-LOCATION
city,I-LOCATION
mo,I-LOCATION
            ,O
jan,B-DATE
2016,I-DATE
to,O
present,O
     ,O
role,O
python,B-SKILLS
developer,I-SKILLS
  ,O
description,O
cerner,O
corporation,O
is,O
an,O
american,O
supplier,O
of,O
healthcare,O
technology,O
solutions,O
services,O
devices,O
and,O
hardware,O
cerner,O
is,O
a,O
leader,O
in,O
healthcare,O
which,O
provides,O
it,O
solutions,O
to,O
hospitals,O
for,O
all,O
their,O
day,O
to,O
day,O
activities,O
the,O
project,O
deals,O
with,O
developing,O
of,O
application,O
that,O
helps,O
hospitals,O
to,O
send,O
notifications,O
to,O
patients,O
when,O
their,O
appointments,O
have,O
been,O
cancelled,O
in,O
case,O
of,O
any,O
emergencies,O
  ,O
responsibilities,O
  ,O
developed,O
views,O
and,O
templates,O
with,O
django,B-SKILLS
view,O
controller,O
and,O
template,O
language,O
to,O
create,O
a,O
userfriendly,O
website,O
interface,O
  ,O
implemented,O
user,O
interface,O
guidelines,O
and,O
standards,O
throughout,O
the,O
development,O
and,O
maintenance,O
of,O
the,O
website,O
using,O
the,O
html,B-SKILLS
css,B-SKILLS
javascript,B-SKILLS
and,O
jquery,B-SKILLS
   ,O
created,O
apis,O
database,O
model,O
and,O
views,O
utilization,O
python,B-SKILLS
in,O
order,O
to,O
build,O
responsive,O
web,O
page,O
application,O
   ,O
used,O
python,B-SKILLS
scripts,O
to,O
update,O
content,O
in,O
the,O
database,O
and,O
manipulate,O
files,O
   ,O
redesigned,O
existing,O
task,O
management,O
systems,O
using,O
python,B-SKILLS
   ,O
worked,O
on,O
frontend,B-SKILLS
and,O
backend,B-SKILLS
modules,O
using,O
python,B-SKILLS
on,O
django,B-SKILLS
web,I-SKILLS
framework,I-SKILLS
   ,O
implemented,O
and,O
enhanced,O
crud,B-SKILLS
operations,O
for,O
the,O
applications,O
using,O
the,O
mvc,B-SKILLS
model,O
view,O
controller,O
architecture,O
of,O
django,B-SKILLS
framework,I-SKILLS
and,O
python,B-SKILLS
conducting,O
code,O
reviews,O
   ,O
efficient,O
database,B-SKILLS
management,I-SKILLS
optimization,I-SKILLS
and,O
caching,O
   ,O
used,O
python,B-SKILLS
jquery,B-SKILLS
javascript,B-SKILLS
and,O
ajax,B-SKILLS
at,O
the,O
front,B-SKILLS
end,I-SKILLS
   ,O
created,O
custom,O
angular,B-SKILLS
filter,O
function,O
for,O
parsing,O
the,O
data,O
to,O
users,O
in,O
an,O
appropriate,O
way,O
   ,O
created,O
multipage,O
web,O
application,O
forms,O
and,O
nested,O
forms,O
for,O
user,O
